tradedate,newstitle,newslink,source,closeprice,sentimentscore,sentimentmagnitude,sentimentlabel,impact,category,mat_reason
2025-11-04,ソニーグループ傘下のコーギア、Blue Goats Capitalの資本参加を受け独立経営体制へ移行 - marr.jp,https://news.google.com/rss/articles/CBMiZkFVX3lxTE1oN0FaTGFRNW9ORjk0VFQySTFseDlRaVRSaTZfY3kzeE5qVHlGMUtncVFEdXNER240TmNPOEQ4cmJ1T0YyUVVjQ0U1a05UWXZtQ09JTjBIelFZNUdjYlZtbFZqUk12UQ?oc=5,,4295.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-05,ソニーセミコン、車載イメージセンサーに高速シリアル回路内蔵 簡素・低コストに - 日経クロステック,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5LaC0yRm10UmtEX1RuNm95Yms4MnlWQkdDMDVCb3UwRDFqWUJCcVJGbXhObV9qNDdMQm10eWptOHZqX1hrMUpocExnWEtpazVLVjFPVV9MREtkbk9pNFkwTVZsMUUwQkU?oc=5,,4244.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-05,「MVNO as a Service」でソニー系ミークが攻勢、飽和市場を揺さぶる - 日経クロステック,https://news.google.com/rss/articles/CBMibEFVX3lxTFBFSjhyMTFVR2Y5M3hRQ2pCZnFOaHZRajZHblRJazZyLVRwTDc4X1Y2eDdTY3RxMWlJWTAweFFlNmFVd19SR0JEa3d3WkF3LTB6WVJha2xaTmc2UmhhdzJHbjBNN19MOFNhWnpTag?oc=5,,4244.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-05,"ソニーの2,499億9,000万円の自社株買いは、ソニーグループ（東証：6758）の長期投資ケースを強化するか？ - simplywall.st",https://news.google.com/rss/articles/CBMiqAFBVV95cUxNRTd5Nm9sak53WGZwcnpaYTRvNWNucTVzeThDNHpoUzMzZHBXS1dVUnFBNzR1MWsySm83cUtSVndZdnlrRFdTeTBsRUFNaUtCVmlsQ2x6SlBzMlVqS0xzdmV1VGRVYk1RV1RYaHVYYnlyQ3NZZGJPaG9yS2NoMkZRbWZ4ODdjMnFKYUR0R1loQm50SWgzajBSd1lUbmN3QldSTHNBS0k5M0rSAagBQVVfeXFMTUU3eTZvbGpOd1hmcHJ6WmE0bzVjbnE1c3k4QzR6aFMzM2RwV0tXVVJxQTc0dTFrMkpvN3FLUlZ3WXZ5a0RXU3kwbEVBTWlLQlZpbENsekpQczJVaktMc3ZldVRkVWJNUVdUWGh1WGJ5ckNzWWRiT2hvcktjaDJGUW1meDg3YzJxSmFEdEdZaEJudEloM2owUndZVG5jd0JXUkxzQUtJOTNK?oc=5,,4244.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-05,Netflixがワーナー・ブラザース・ディスカバリー買収を検討 ソニーは参戦を否定、メディア再編の行方は - media-innovation.jp,https://news.google.com/rss/articles/CBMiakFVX3lxTE1fbEJ6Z015c2VILXk0MHkyelR1QzE4dGlsOGFHR1A0LWJoVFVLUGxIWVVmYmR2VEZwQ1JWbm5HLVI2NnNKRGt1aldSRDdEbVFENnF3YmVFbENOTndWc0E2c0FMMmZZY3JZTmc?oc=5,,4244.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-05,ソニーグループ、エンタメ増益予想 11日決算 半導体事業の見通しは？ - ig.com,https://news.google.com/rss/articles/CBMimAFBVV95cUxOdkdEdXNPYW1IdTZUZzIyem5LNzZmSFJyS3gyUFVtQ1Awd0c0c2tQQ255aTRRMWZHZnNrX011SkRoUGQ2aU1Mb2tsNEhDNm1pYmdScXRRWU1zZW9YOVpKTEtOaXNZN2VzOFBMU3F0SS1hRzVsdVdiay1OZ3BlOFFIRFRvdU52UDZWeThnVUQtanJNS08tRjROaA?oc=5,,4244.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-05,【Amazonセール】本日お買い得！根強い人気を誇るソニーのサウンドバー「HT-S100F」が19％オフ - PHILE WEB,https://news.google.com/rss/articles/CBMiZkFVX3lxTE1BeTBGODhHb0RxMEVXR2hUWWNzM0F1RXNyWUIzN0RVdXNmN0J2RjF3S1duUmplTnNDVVdGdnlCWW1FQWw5b0R6ZWFPaEcySHl5RE1KRlRQRUd2QUdUc2pmSV9aUUxEQQ?oc=5,,4244.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-05,アニプレ傘下のアニメ制作会社、ソニーGの支援で新卒人材確保へ 新作画スタジオを新設（オタク総研） - Yahoo!ニュース,https://news.google.com/rss/articles/CBMif0FVX3lxTE1YTzZyc0czNlJmYWFIbWZsSUdYQzh6M2hObnVhLVZ0c0tUYnZOVTFJVjVHRXlCSkFhT29OLUpiLUVlT1BtOVRCR2YxQUZ2N2pXbC1KUXhHcGpObnFDZGE2N0NrbkdOUlhOZWFfNWlTcHVuc0o1OVNWWkJMY0VMNTQ?oc=5,,4244.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-05,ソニーストア、販売価格を値下げした時の「差額保証」サービスを 2026年2月5日をもって終了。 - ソニーが基本的に好き。,https://news.google.com/rss/articles/CBMiXEFVX3lxTFBXYXUwa3AzT2d5RFl6WkFkM0MxbHVDYzZCWGY3d29aN1Y3SmdzX1NxZVNleDV3bEZaSHNMMGlqVENzLUVPdmQzLUFkMWhfZ0htY3lTeTA4cTlhbjZM?oc=5,,4244.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-05,ソニー損保のCMで3姉妹を演じている女性は？（CDJournal） - Yahoo!ニュース,https://news.google.com/rss/articles/CBMif0FVX3lxTE9zTGYtS1g1elVXS0dvRlBoYmNmV3lhdjNkZ0E4WFVpazlFeVhvUF9NUDJ5a05pNTVxNVdHRHYxdnFZZkNMUmVVdE9JdFktVjA5Q05OOVhvcS1zWXdNU0JlMjBSSFBFZjhGVWQ1WXVQRmgyNkhFWFp0MENCbUF5U3c?oc=5,,4244.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-05,ブラックマジックデザイン、「Blackmagic Video Assist 3.22」アップデート公開。ライカ「SL3-S」、ソニー「FX3」「FX30」からのBlackmagic RAW収録に対応 - pronews.com,https://news.google.com/rss/articles/CBMiYEFVX3lxTE85U2oxd3Jjakp0b0J1Q3RsRVVZZ3RJQnZacFF0ZXF3SzNJUDd4SFVaSWNHdEF1Q0xsck5rX2JFVFpuVnZfS2ZwMWxmdFBkVjJzbzl3S0FFQ3F4NlU5X1JvcA?oc=5,,4244.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-05,"2025年11月、銀行｢預金金利｣ランキングTOP3。ソニー銀行、10年定期で""独走状態""を強める - Business Insider Japan",https://news.google.com/rss/articles/CBMinAFBVV95cUxOTFRaOUNhMmNiNjlfb2FvcWR3M0hPRjl2RFAtSEpJVEE3S3FaUDlKbGhOV00xbU9JMC1YR1hVUTJtWXhzY1VXWEhqYjhncFRyREpfcGVDLVpSNnNmcXhYNjNwb0pGbkUwTnZVc2tVVHRUanl0MTVhZEVQNXdMemZsNUNnc1B3Umk0UHN6TTRHaE9zUnc1NzVpb3M2SGw?oc=5,,4244.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-05,ソニーGがタクシーツアー、皇居に「デジタル江戸城」再現 - 日本経済新聞,https://news.google.com/rss/articles/CBMibEFVX3lxTE1GMXBwem12amNQbEo5eEFFc096SUJqLVJvUmxxNUJfeElkU0dpTnphWGtmYjNSdG1sTzYzOXRhUGwyWkdLTTJIOWtfbzVvVXR6RWF5X0tnY3dYa29FM0NNZWZkWFVwb19qNmw2Qg?oc=5,,4244.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-06,ソニー系、AI画像解析の評価用データを無償公開 偏見の有無を判定 - 日本経済新聞,https://news.google.com/rss/articles/CBMibEFVX3lxTFA4M09YYUJPMnExdG1BSDJZTTVObXFncGYzQU5FWEwzajZVM1VCYXJqOGhvWGttTjN3c2NKT3ZxZGZwblp3Y1Rqb0M3dVc2OW9BOEJreEk1YU9kQjBqMFlJOG1TNHZtaThjeEdPRA?oc=5,,4350.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-06,ソニー系、AI画像解析の評価用データを無償公開 偏見の有無を判定 - 日本経済新聞,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQVm1QRGZVWmxnR2VxdFRKM3UyZzVFWHFyV05rOXZTNTdkTVFJVGVzSlRrejlsM2FDZWl5NjYyeTlva0s5WEkwUkZ3QUdXeU0zM0NjcVFWSnpTVUdLMW12cmI3UWdJNkFIOUd0U3Q2ZXExZlpDOTFsOTZ1ZTMzY0pNdV9WbnZjUVYyaFN3blVESmhlTi0zRzREZDFVYlpmM2NqVHcwcHNEYU0?oc=5,,4350.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-06,"2025年11月、銀行「預金金利」ランキングTOP3。ソニー銀行、10年定期で""独走状態""を強める - Yahoo!ニュース",https://news.google.com/rss/articles/CBMiiAFBVV95cUxNUklIV3ZpVENvYVYxQnh0N1JZbVJORkhybDFlZFRCQ0xHR0FaTkgtU1V5LWxxaUlIYVBMX3RsS0V1SmNkWEFmV0tkZVM5aU8yaldQMHMyUzY5b0NXcE9hLTh3LUpsaHdKd0dzVzQ2T1o5TlVtdHVodTU2UFhyT01RTXVTQ1JuZ3ZL?oc=5,,4350.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-06,ソニーが放送局および報道機関向け動画真正性ソリューションを発表 - CineD,https://news.google.com/rss/articles/CBMirAFBVV95cUxQQkZXTm5fZUFObmdyS2xQSGdTa0d6RGJ0VjA2eWx4bUU3bldnblRNZEVfU1k4V3lJVURhdUpDdXpCZ3BvT0l1eGVnYU5hZzVnaThUOE5VaFNVZ1d6dERrX0NxaTZpRG9XT043aWhtNjZEdW5EYmxqQmRZR2ZQbG5YSXUzV2V4N0lvUmJUWXM4VTI3ejlmZHB1VWlFNTdybUtJbjdBdUFoUWJRYndh?oc=5,,4350.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-06,ソニーセミコンダクタソリューションズ（SSS） / Stories デザインが生まれるまでのストーリー / Sony Design - Sony,https://news.google.com/rss/articles/CBMiYkFVX3lxTE96RElVbkVxcHdfbm9wTGlmQTF1WDJBQkstMURyWWJyMEJpOUtXcGF3amQ1OHliZ1JCVDVLOG44b0VmZjVBaUZNeFNybDFqVS1ac0tYRmRWR2stcGNKYUFoeE5B?oc=5,,4350.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-06,日本初開催で100周年を迎える東京2025デフリンピック「みるTech」にソニーのアクセシビリティに関する体験ブースを出展 - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTE9iMGlVRVd0WVBrOURqdmczTTVrNmlOMFdmX1JWeEwtVXdIUm1HejFpdHh2QXA2VGY3VXF4dmRpRXVnanJ0RWRhVlVhV1ZXeVl6LWNaNF9wbnRQc3M5aEdPM3NpUnIweWZMTVE?oc=5,,4350.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-06,ソニーの新鋭モニター・ヘッドホン MDR-M1を、ラブリーサマーちゃんと中村公輔がレビュー - サンレコ,https://news.google.com/rss/articles/CBMidkFVX3lxTE8yUEhmYVY1U1lFU3IzTWQtY1dnbkdPUTZfZzBtaUlOU3BFTk1Bb0xzM1BVWTBnWXhJVXZtYmk4a2duLWZOZDQ0WF9rYm12VnowOGtRWlFQTFE2SXh4Szg4aTRZdUNEMjlRaFBzMVc1eU9YM2E5Q0E?oc=5,,4350.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-06,ソニーAI、公平性評価の新データセット「FHIBE」を国際公開 - Biz/Zine,https://news.google.com/rss/articles/CBMiUEFVX3lxTE5RcWpaMmctaGxlelllSGh0WmtVLUpWOXJEN2hTSXQ5Y2Rud3lBd1ptRVBOQkZUMmVFM3ZIeDVfN1pXZzg5d19aeEJkSjFhYlNU?oc=5,,4350.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-06,ソニーフィナンシャルグループ株式会社上場記念 住宅ローン借換えキャンペーン実施のお知らせ - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTFBTSGp0V0hHWmV2a1J4ekxKdmpSeVRVR3lKVnhid2VvQ0pGZkw1b1JfU0tOYXBkSzRSTDVFd1lta0pZUHRYS3BMZ3VHOFlkdElzWjRYNGdIbjJBOEtuczJuazEwNElEQ2FhQXc?oc=5,,4350.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-06,ソニー、FX2の最新ソフトウェアVer.1.01を公開。DCI 4K/48fps撮影やマウントアダプター使用時の不具合を修正 - pronews.com,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9YaVl6WEp6YjZQZVdKRmJLSTRJTV9mX1BHbjlrVXhDeUxTSU9PaEZxTzBqYjdkZlpkODNaQlFJTTcyaGVsVERneUhQdG9UWjlDdFRaYTJqZVU1TmxYRFVJeg?oc=5,,4350.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-06,ソニー「Xperia 1 VII／10 VII」が最大1万円還元の「スタミナ祭り」開催中（NANA） - エキスパート - Yahoo!ニュース,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPLWs1VUh2RG1fRTl3bEJQU1EtUzVpZzlGbmNfNC1HaHdLZnZmb1ozNkxhanl5OXY3dmk4LUlZY3FhSkxoc1hNeEFpNmpRdzItNEg2TVVLcC1EX0VfblZvREpNX2h2Q3JNNEZjcm9NZm1ScEJwaUthOEUtd0VIOC1kT1MyeGQ3azdq?oc=5,,4350.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,デザインは経営ツールだ ソニーグループ - 日経ビジネス電子版,https://news.google.com/rss/articles/CBMiZEFVX3lxTE83OGtXTUtEeVhpZmpkVlJ0Qk5iWVBhU0FDU0JzNFNrU0hTVHlOSDdWYlVRX3dDSjRnVzNSMFdBcUt1czhsb2dQa0lhelNZejN5TWN3SXdSN1JKU1NKeTN1ZG5KQjI?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,ソニー「α7V」は12月上旬に発表、クリスマス前に発売？ - デジカメinfo,https://news.google.com/rss/articles/CBMiVkFVX3lxTE41QXpVa2VybVVfS2FuRG5uRnBMc0RBc01aYThaUUJXSjR6bmZMSjhLbmppb1EyNmVMNmNSSWYwSk5mSVdoTjJYdFhfVFpDOFgxUFRmVGxR?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,ソニーα7 V は12月上旬に正式発表となる？ - とるなら 写真道楽道中記,https://news.google.com/rss/articles/CBMikAFBVV95cUxPX2dVTkw3WHVWMTJGb1ViVmhzcTdqS1d0ZjFSWW02MU15YjZCeEtZZkZSMGMwU2RTZFg1eWpyVmFjZDFlMTVqbmJGVFVZMTIySk8zd05CYUJjRHRLZ1R3clMzSy00OEwzdnZtcG1DcnFRNDVZNlc4SzNxWkREMnZLNlY3UlhtLVdhdnlDa3RsYjc?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,ソニー、純損失4567億円からの復活の立役者 顧客視点で改革断行 - 日経ビジネス電子版,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5USERGejNlMjFHOXBJd1NtZW9kR1FkYm9jYkV4SjJ2elN5V3Q3d1VLUlNBYTdLQ3JnQ2t6VUlqRW5MWWtTQ2xCdUdXYmxrWGtBaE51RGlfaHAzdDktNkl6OGZxWDdBSjQ?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,［新連載］ソニーのEV、始まりはデザイナーが勝手に描いたスケッチだった - 日経ビジネス電子版,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5iYm5weUNfVmxKbUxXTl9VVlFSM3JWakRud2dIM3Y2QWdXa1pXQkxJNDNaZUY0OWVteGwzU2hyLVlKbEdfelAyczR4R2lqX3BnMDZCUGRNLWVjMzRJcDZhRU83Rk95Vzg?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,ソニーEVの始まり／ネクスペリアショック／サイバー攻撃、バックアップ狙う（2025年11月7日版） - 日経ビジネス電子版,https://news.google.com/rss/articles/CBMiakFVX3lxTE94Z2hRNXdlTXlTZDFYY240SUYwS1BuTXd0SGNpT2hXOXpGVkhDNlRHelpDVjV1Z0Q1aWRFSmZvS2lLdnVxNEZDZFF4QWFMUUN3eWRieTdyTm9QRHktcVc1Qy0zVGs0SVh4Znc?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,「『あの時は悪かった』と言わせてみせる」世界のソニーにTOKYO FM前身のド新人が啖呵を切ってのし上がるまで - Yahoo!ニュース,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNLU5yMlZYY1NEaGpyOG9ya05udXo3UWM2dWl2X2RhbmJXMFY3SlBseVpJaEpZS3FtZ0ZwTnNHeDl0d29IREMyV0o5WTM0QV9sTTBRTE40OHVCZmxDTTJOeWt2Yy1Ocmc4ZzVOV1ZYUUE1S1BGNW9aY2t6OHlyTE9MbzhIUktidkJ1?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,ソニー銀行株式会社 様 - Fujitsu Global,https://news.google.com/rss/articles/CBMif0FVX3lxTE5iUzMxSFB3WEk0cjk2cHYwRjV6NTQ0bzJGNUk0Y0NxNThlY3dQT2hTdWk1SEYyNTlMRFFRMG5QSjAtSXNlS3MtT0I4RFlfdXdKbkszSXdCQ3dteXRFQzBiZEh6NWxockNhcG0xYVBUbmlZM3lTTVdUWHRuTXBGZ28?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,インハウスデザイナーの力で課題解決を目指す「IN-HOUSE→SOCIAL DESIGN UNIT」にソニーが参画 - japandesign.ne.jp,https://news.google.com/rss/articles/CBMiXkFVX3lxTE9yV19KZXM0R19WZWZBaHo3Vzk3OHNjV0Itc3EwN2Via3Y1MmxQMnlvUHdyMWlBcmVQQml4ZmY5clZ4SHpNYWx3eGZQZkxFUFFveUZNUnNsZkJFSHQ3R2c?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,ソニー2025年度第2四半期 業績説明会を11月11日(火)16時開催。PS5累計販売台数などの情報を公開。 - ソニーが基本的に好き。,https://news.google.com/rss/articles/CBMiR0FVX3lxTE5ITlo0YVdOdjB0UHR5bW5fRmd0TDdxanE4YVNhYnBOX1hqUVVFb19Fd0t0MGlsLWRLdjRQdF83WkpMeHZwUG9J?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,IIJとソニーセミコンがスマート農業の合弁会社を設立へ、IoTで効率的な農地管理を目指す - ケータイ Watch,https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBlSVJFdlNzQ25tTkhIOTNaWEFoMWZwc3JSY09paTJRQ1NYN1M5UXFkdjg5SzhPU1ZhdHV0TXdpS3JqTFlkVEIzUEVtTVV2X1F2LWFCWE1rb0RPbkdiWm44UjFzQ3p1ZFU?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,Thypoch、大口径単焦点レンズ「Simera」シリーズにキヤノンRF/ソニーE/ニコンZ - デジカメ Watch,https://news.google.com/rss/articles/CBMiY0FVX3lxTE42S0hNUE9KQTBYcEowVVU2X0NJNEcxTkVtaW0tcTF4c3NDbWZESmdPaTdOanJ3R1Z6aVRvM0ZQOGF1aXU1Y1VtU3Z2c1FQWG5YMXo1cFJsZUE4RTFNRnZXMnN6cw?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,「IDOLIC」がソニー「Xperia 10 VII」Web CM CMソングに決定！ | 中島健人 | ソニーミュージックオフィシャルサイト - ソニーミュージックオフィシャルサイト,https://news.google.com/rss/articles/CBMifkFVX3lxTE11Q3JYcGxLTzhxam43U1RSM09wcGVpcng0Yy1qSWZWSFRMSDlmUzVnYmZZZGtBOGVjWXc3dG9CNkNSdFZJYTRFeGtjQl9ybndBTGw3dG5NLXNOaWoxS21OdHFmYmJQMHZYLUFnd0ZiN2ZzNzZQcGFBcWh1ZEdKZw?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,「IDOLIC」がソニー「Xperia 10 VII」Web CM CMソングに決定！ | 中島健人 | ソニーミュージックオフィシャルサイト - ソニーミュージックオフィシャルサイト,https://news.google.com/rss/articles/CBMibEFVX3lxTFA4SERyYXdRZEFaeXlNS3BpTUgyX1dkUVhpdmIyMEVqQzltZkxCTks4QnMzai1lN1hLdUhIdEpGUE1NWVBKMmtoY1ltampyRmF1QmoxRm5iOUQ4YXg0UlJRZGotQXBxWXZGbjM4dA?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,"「ソニーコーポレートブログ」更新のご案内 ""特性""を戦力に、働く領域を広げる。ソニー希望・光の挑戦とは - Sony",https://news.google.com/rss/articles/CBMickFVX3lxTFA5UWN4QUJ6aEpaOWxBcEpRc0dfTVdQVkdzVVJhLXlYR24tSVN3SFZWc1FGaGh4LVhfRmxheGQ5NWRMYVJxM09EYUdLNDQzcWlOLUVHZWI4eE5tTmpQZjhCUTgwbzJUd0Zpa2pHMUlManpIZw?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,"""特性""を戦力に、働く領域を広げる。ソニー希望・光の挑戦とは - Sony",https://news.google.com/rss/articles/CBMiXkFVX3lxTFBCem5BTC05bTFLUExxclZhTWhIb2lyRHpZWm9KajBXRHFNWXZqWmhBRndNNTdWV015UVZCNmJ6WDRYRS1tb0NrVzBodWlGZ0pjSjVtX2hzNHdNcnI0c0E?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,中島健人「IDOLIC」CMソング × ソニー 「Xperia 10 VII」Web CM “Xperia 10ティー”公開。 - ソニーが基本的に好き。,https://news.google.com/rss/articles/CBMiTkFVX3lxTE9UcUZfREV5ZVR2WUZJME1TNE5fWWhNanZlTzloeXJaMnZnTExNSkRwZnl1UDgxNjU5X09YMC1FY2MxMmFoamlKZXQxQW1Udw?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,【Amazonお買い得情報】約5万円引き！ ソニー「サウンドバー」で広がりのあるサウンドを楽しもう【11月7日】 - All About ニュース,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9SWFl1N2FxUFc3NEpSUGVsV2laWXp4WFF1QnJVZFZlSnVrSVdfeFhiNUZLVkpEbTl4RFdUZzVzZzh0Rkw1M3JLYmtBcTNJbnNsb0hRZ2l1YlJHdw?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,IIJとソニー、スマート農業の新会社 通信と機器開発の知見生かす - 日本経済新聞,https://news.google.com/rss/articles/CBMibEFVX3lxTE9rdS1aTkRId3VKanVsTVNrdkxZX1c5eExNbk1RTVJfOW9kT1ZBc0E4R29OZjZZSHpPY1hLV0E0TTM3VW9jalJPRnFEd3NZWDJ6OUNxTDVPa2V5MkswdnUxM25BNkE4dm4wT2hLWQ?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,【市況】 来週の決算発表予定 ソニーＧ、三菱ＵＦＪ、ＳＢＧなど (11月10日～14日) - かぶたん,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1HSWo0VjdnbmN1eTY1R1F3Q2JYSUluS0xnN2paZGhJMmVLMmw0UVJRbmdRM3FOT0dwcmRpdUNCU3ZOeUtCckF0bEhhaVBUOG56Z1Q3NEFFOUZkNkNRUHZrRg?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,IIJ、ソニーセミコンとスマート農業で新会社＝作業効率化を支援、26年4月始動(時事通信) - Yahoo!ファイナンス,https://news.google.com/rss/articles/CBMihwFBVV95cUxPaGFTSVFzbExHRnJ1ZEtEcnBfbHNEMmNFVEZNcF9PRXFBQ2tkcnJtMDItR21maHBuTjVlU1hmeS1YaVRFaS05VWc4X0dQa3c2UVlwYXkwb3FHS2pfZnJQbzNfSFN5SGkwRnlpSHR0T2hVRXFkQVdtNGEycE1URXZ2TTZkNloxN28?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,IIJとソニーセミコンがスマート農業関連の合弁会社設立 - ZDNET Japan,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9lbnBHY1NFSU1ISHFBTWs2d21OUTJjckQ1Y090bGd1ZWFqNjN0aUpUTWhTOGlkSzFCeFd3QkpQYS1fU2FMY0VFMGM5Vmo5X0ZuWE9j?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,ソニー、CineAltaカメラ「BURANO」Ver.2.03を公開。S35 240fps撮影、1.8倍デスクイーズ対応など機能大幅強 - pronews.com,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5EU0tMajBOeUU1Z25WOFJITktLaXVKb3dwVVJNVGQ3WXd1M3NBOVhGWXB4Ni1aNUxnR1R5YXo3MF9xdmhMd1ZPODFXbXcwc0R5M3hsRjY2d1lUZ3RwRC1JXw?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,中島健人、最新曲「IDOLIC」が自身出演のソニー「Xperia 10 VII」Web CMソングに決定。公開スタート - decolum.jp,https://news.google.com/rss/articles/CBMiSkFVX3lxTFBkamc2Z3BHQmlyMFYwdU5RdEE1YWYwM0Q5eUhZMjk1MzdKM3QzZWJxY1dIZHVHaGNzYS0tSGExNGxjNkp2SGxvU09R?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,ソニーがAIモデルの公平性を評価するためのデータセット「Fair Human-Centric Image Benchmark(FHIBE)」を公開 - GIGAZINE,https://news.google.com/rss/articles/CBMiaEFVX3lxTE5DRThUNHg2YzJPZk5GakZMbXV3Zjd1MDEyVTBiTWg1SXdJVUh3TTV2RHpuZXlzUXd5emc3a2stVC1UellNUVU3U09mZExGVDUxbndYRDNlTUVQaFFfbFpoTXlrYmEyMVdo?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,中島健人が出演する ソニー「Xperia 10 VII」Web CM 最新曲「IDOLIC」がCMソングに決定！ 本日より公開スタート！ - 株式会社USEN,https://news.google.com/rss/articles/CBMie0FVX3lxTE16c0ZjYy1NQVRGTkRrN0pDeVNNRk5LQTVac1NzMWs2dUc4STcyVmRMdXlhZS1aWDdjbXR3NG5hcHlWaWZFZTdleHZqU1Y0dS16NElPb21JN3lCb09QVWJCZVlXYkkyZFNyOHcxUjV3WFA3SGhJdDhOWnFvTQ?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,椎葉恒𠮷 「QUARTER LIGHT LANDSCAPES」 （ソニーイメージングギャラリー 銀座） - Tokyo Art Beat,https://news.google.com/rss/articles/CBMipAFBVV95cUxOMEtjX0lidzI2aDBvWjJPempDQ1hLSVBhQU96TjRWczd1Y2hMS3BXazQzUkFHckZOQTlhcDNQR1B3MkZEa2Rod0VYcmM5THJYNnJNcjAtYnZhVUdfZFB5Wnp5ZWVjS0RSZFNVNklFZ0xDeWN3UDFTVjdpMUhad1NBRG8wajRHaDlvUDk3YjJmQmFKdF9vVlhnMW4ydUplNzdxVDB6Qw?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,IIJ、ソニーセミコンとスマート農業で新会社（時事通信） - Yahoo!ニュース,https://news.google.com/rss/articles/CBMif0FVX3lxTE8zSHpsbjR6Q2ZRbmhWQTFSMlV0YmloVEhJR1NFa0xwUjZGT3hpVVllNGRDUlNJMFhGX3U3VUwxZEVBWF9pSVZTRk4tb2RzcTFLVVRhcGFNdnBRUjR2cHI1eFNwcmViOVlGRmNQbGtBOEpDdXhHeWE2MzVKeUhPUnc?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
